date,close,high,low,open,volume
1993-01-29,24.113258361816406,24.130408616696787,24.010356832534114,24.130408616696787,1003200
1993-02-01,24.28476905822754,24.28476905822754,24.130416712518468,24.130416712518468,480500
1993-02-02,24.336206436157227,24.353356687345496,24.216154677839324,24.26760543140414,201300
1993-02-03,24.59347152709961,24.61062178618406,24.353367899917327,24.370518159001772,529400
1993-02-04,24.69636344909668,24.7478142062823,24.40480915837818,24.679213196701475,531500
1993-02-05,24.6792049407959,24.73065568076976,24.542002967532266,24.6792049407959,492100
1993-02-08,24.6792049407959,24.76495617408567,24.64490444747999,24.6792049407959,596100
1993-02-09,24.507709503173828,24.59346076105757,24.45625874844358,24.59346076105757,122100
1993-02-10,24.542024612426758,24.559174874210424,24.439123041724756,24.507724088859423,379600
1993-02-11,24.66206169128418,24.764963200427232,24.576310433664972,24.576310433664972,19500
1993-02-12,24.473400115966797,24.627752324126362,24.473400115966797,24.627752324126362,42500
1993-02-16,23.856016159057617,24.404824582558582,23.821715632588806,24.404824582558582,374800
1993-02-17,23.838851928710938,23.890302688269305,23.75310066278032,23.856002181897058,210900
1993-02-18,23.821699142456055,24.113253415617866,23.495844366569326,24.113253415617866,378100
1993-02-19,23.907442092895508,23.90744209289551,23.787390375068917,23.821690865876516,34900
1993-02-22,23.99321746826172,24.027517993591612,23.90746615493698,23.97606720559677,513600
1993-02-23,23.97606086730957,24.078962416096306,23.85600906039171,24.061812157965182,373700
1993-02-24,24.28476905822754,24.28476905822754,23.993214627443734,23.993214627443734,26300
1993-02-25,24.336206436157227,24.353356687345496,24.216154677839324,24.26760543140414,44500
1993-02-26,24.370527267456055,24.387677532950395,24.250475408995683,24.387677532950395,66200
1993-03-01,24.301916122436523,24.45626844784367,24.267615605679378,24.45626844784367,66500
1993-03-02,24.66206169128418,24.66206169128418,24.284756157759666,24.319056660807348,182400
1993-03-03,24.764972686767578,24.78212294486091,24.662071138207605,24.696371654394262,280100
1993-03-04,24.627763748168945,24.79926628123419,24.627763748168945,24.79926628123419,89500
1993-03-05,24.559175491333008,24.76497863790842,24.542025229118387,24.662077064620714,40000
1993-03-08,25.10797691345215,25.10797691345215,24.610619447270377,24.610619447270377,50800
1993-03-09,25.022218704223633,25.073669462354317,24.97076794609295,25.05651920964409,169300
1993-03-10,25.073667526245117,25.073667526245117,24.91931526377165,25.022216772087297,194400
1993-03-11,25.00507354736328,25.159425853211204,24.970773034952632,25.090824828389906,70900
1993-03-12,24.747812271118164,24.816413275334707,24.59346001163094,24.79926302428057,643600
1993-03-15,24.867877960205078,24.867877960205078,24.730675874907394,24.730675874907394,310800
1993-03-16,24.867877960205078,24.93647900285392,24.867877960205078,24.867877960205078,30800
1993-03-17,24.71352195739746,24.833573764268923,24.679221441148467,24.833573764268923,21800
1993-03-18,24.867877960205078,24.97077952417834,24.816427178218447,24.816427178218447,59300
1993-03-19,24.830230712890625,24.968080709908754,24.830230712890625,24.968080709908754,66900
1993-03-22,24.6923828125,24.74407656577111,24.571764054867412,24.58899530595778,183400
1993-03-23,24.744075775146484,24.778538276226072,24.709613274066893,24.76130702568628,55200
1993-03-24,24.744075775146484,24.847463278385256,24.58899452028832,24.709613274066893,37200
1993-03-25,24.899160385131836,24.950854143716885,24.726847856515008,24.761310362238373,110100
1993-03-26,24.76132583618164,24.899175945220925,24.74409457255173,24.881944681591015,101500
1993-03-29,24.86469268798828,24.985311432836458,24.778536441668155,24.778536441668155,87100
1993-03-30,24.93362045288086,24.93362045288086,24.864695448173517,24.899157950527187,56000
1993-03-31,24.916399002075195,25.071480323664876,24.9163990020752,25.00255529184724,111600
1993-04-01,24.830230712890625,24.95084946028149,24.77853696400883,24.95084946028149,129500
