date,close,high,low,open,volume
2002-07-30,35.83564758300781,36.00269519857526,35.83564758300781,35.936755526842376,6100
2002-07-31,36.27967071533203,36.39836290291841,36.00272786735393,36.02470554198669,29400
2002-08-01,36.48628616333008,36.49507656382679,36.28407341355973,36.28407341355973,25000
2002-08-02,36.85990905761719,36.96980741697433,36.43350288669841,36.55659186639709,52800
2002-08-05,37.0225830078125,37.11929416118754,36.85993212678776,36.94345600539964,61100
2002-08-06,36.70607376098633,36.88191191084762,36.58298806223355,36.86872463652893,64900
2002-08-07,36.794010162353516,36.98743256248303,36.64454983777015,36.75005144064285,40300
2002-08-08,36.794010162353516,36.82478160293453,36.64454983777015,36.74126103783491,40900
2002-08-09,37.31269836425781,37.31269836425781,36.92585725751122,36.92585725751122,35900
2002-08-12,37.54130172729492,38.11277151093718,37.427006429033,37.49734302914301,32100
2002-08-13,38.002845764160156,38.011639509767946,37.528087470108964,37.70831900909338,75400
2002-08-14,38.1479606628418,38.640307071229614,38.134773381571364,38.4468846690352,130000
2002-08-15,37.813865661621094,38.02487220852355,37.73913550381961,37.97211973333911,87100
2002-08-16,37.39183044433594,38.03363669618636,37.28632891968692,37.99847175719202,85000
2002-08-19,37.50613784790039,37.514928247033374,37.23798539758414,37.387449013517596,47300
2002-08-20,37.92373275756836,37.932526506407335,37.62920589428043,37.63799964311941,40800
2002-08-21,37.721534729003906,37.84901730583346,37.64240772800052,37.664388754770165,40000
2002-08-22,37.39183044433594,37.60723372252863,37.39183044433594,37.60723372252863,34400
2002-08-23,37.761077880859375,37.783055540975916,37.453360454741116,37.453360454741116,20100
2002-08-26,37.796260833740234,37.897365487954126,37.65998453125655,37.673171803212,23900
2002-08-27,37.558876037597656,37.66437755628956,37.453371165072944,37.54129189217687,301800
2002-08-28,37.74789047241211,37.884163367651745,37.73469985179345,37.82262055342534,18100
2002-08-29,38.05122756958008,38.18310701408073,37.95891329996306,38.13914831719171,135700
2002-08-30,38.27983093261719,38.301808611478336,38.002884677522076,38.134764166027814,78100
2002-09-03,38.86830139160156,38.86830139160156,38.409157041171085,38.4444766146488,102100
2002-09-04,38.8595085144043,38.98312714468845,38.78004107906755,38.86392430755169,66300
2002-09-05,39.071372985839844,39.13759632556933,38.576909199886494,39.10227676194574,648400
2002-09-06,38.61225891113281,38.934544286378376,38.49747192386241,38.83741709470816,140000
2002-09-09,38.55485534667969,38.7755976719877,38.52395155586699,38.62990692890187,83800
2002-09-10,38.740264892578125,38.850636017628204,38.40915151742789,38.48420307407968,336000
2002-09-11,38.53720474243164,38.541620533103334,38.298802570080696,38.40917375904346,177700
2002-09-12,38.837406158447266,38.912457742418,38.6166638279964,38.6210796177184,43400
2002-09-13,39.195003509521484,39.26564266455801,38.93011341465512,38.996336780436785,155100
2002-09-16,39.261207580566406,39.389238459954704,39.24796358757083,39.38040688578522,73000
2002-09-17,39.33629608154297,39.433423279119665,39.00959826372648,39.133213472183435,75400
2002-09-18,39.34511947631836,39.53937046278644,39.300968309690006,39.36277926931748,196600
2002-09-19,39.60999298095703,39.632065186729946,39.406910499243864,39.60116140404011,109900
2002-09-20,39.42457962036133,39.52170341162803,39.318620881825936,39.49079962162033,113500
2002-09-23,39.777774810791016,39.83958240556787,39.63208403670502,39.733627009987735,163200
2002-09-24,40.033836364746094,40.14862334027879,39.826337997988965,39.866073376091585,251900
2002-09-25,39.54820251464844,39.89256006158161,39.40692753723326,39.77777308985017,127200
2002-09-26,39.45545196533203,39.526087699800165,39.11992296389941,39.31417712813795,429000
2002-09-27,39.75128936767578,39.75128936767578,39.50405897262352,39.52613119031803,298200
2002-09-30,39.91023254394531,40.13097497685622,39.76895752161282,40.02501955217241,297800
2002-10-01,39.41521453857422,39.57475468813035,39.35317152275692,39.51271167231305,257500
2002-10-02,39.64122009277344,39.654517920517556,39.37088840717635,39.54815558510578,91000
2002-10-03,39.54370880126953,39.667794756404334,39.35314726128718,39.57473029005323,29900
2002-10-04,39.66781997680664,39.76088450232724,39.175905069704335,39.175905069704335,131000
2002-10-07,39.734275817871094,39.86722362480185,39.64564056549476,39.840634739633536,433800
2002-10-08,39.74757385253906,40.11539919460233,39.60132820871841,39.66337120044424,530900
2002-10-09,39.95145034790039,40.053376723202426,39.86281504210383,40.017925981975004,402900
2002-10-10,39.63676834106445,39.960277629443425,39.5658601577501,39.960277629443425,97100
2002-10-11,39.167015075683594,39.53927632339504,39.025202072052736,39.48609517912521,421800
2002-10-14,39.109397888183594,39.242349035139576,39.02962787622762,39.22018938361754,18300
2002-10-15,38.183223724365234,38.688433217058524,38.17879111307024,38.555481926942704,297100
2002-10-16,38.200927734375,38.37819490287519,38.06354728480511,38.37819490287519,125200
2002-10-17,37.73560333251953,37.91729971984997,37.70014922437559,37.73117072372907,233400
2002-10-18,37.83307647705078,37.84193830792903,37.35002385753755,37.677965697435965,459100
2002-10-21,37.465267181396484,37.93502222414867,37.44754012945063,37.89070628482874,134900
2002-10-22,37.358924865722656,37.60266433092701,37.323470746063165,37.60266433092701,205000
